Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price_Clean,Region_Type,Make_Origin,Car_Age
Mercedes,G,2014,Saudi,White,Full,5.5,Gas,Automatic,Used,125000,Riyadh,1006215000.0,Urban,Europe,10
Toyota,Land Cruiser,2017,Saudi,White,Full,5.7,Gas,Automatic,Used,50000,Dammam,1006215000.0,Urban,Japan,7
Toyota,Land Cruiser,2018,Saudi,White,Full,5.7,Gas,Automatic,Used,142000,Jeddah,1006215000.0,Urban,Japan,6
Toyota,Land Cruiser,2018,Saudi,White,Full,5.7,Gas,Automatic,Used,125000,Jeddah,1006215000.0,Urban,Japan,6
Mercedes,E,2018,Gulf Arabic,White,Full,3.0,Gas,Automatic,Used,86000,Dammam,1006215000.0,Urban,Europe,6
Land Rover,Range Rover,2015,Saudi,White,Full,5.0,Gas,Automatic,Used,140000,Dammam,1006215000.0,Urban,Europe,9
Nissan,Patrol,2020,Saudi,White,Full,4.0,Gas,Automatic,Used,42835,Riyadh,991840500.0,Urban,Japan,4
Toyota,Land Cruiser,2018,Gulf Arabic,Black,Full,5.7,Gas,Automatic,Used,42000,Riyadh,989787000.0,Urban,Japan,6
Mercedes,G,2015,Saudi,White,Full,8.8,Gas,Automatic,Used,213000,Riyadh,985680000.0,Urban,Europe,9
Land Rover,Discovery,2018,Saudi,Blue,Full,2.0,Gas,Automatic,Used,500,Dammam,985680000.0,Urban,Europe,6
Mercedes,S,2015,Gulf Arabic,White,Full,1.8,Gas,Automatic,Used,113,Taef,985680000.0,Suburban,Europe,9
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,Used,60000,Riyadh,985680000.0,Urban,Japan,5
Mercedes,S,2016,Other,Navy,Full,3.6,Gas,Automatic,Used,56000,Dammam,985680000.0,Urban,Europe,8
Nissan,Patrol,2020,Saudi,Silver,Full,4.0,Gas,Automatic,Used,29000,Jeddah,977466000.0,Urban,Japan,4
Lexus,LX,2015,Saudi,White,Full,5.7,Gas,Automatic,Used,94000,Riyadh,977466000.0,Urban,Japan,9
Land Rover,Range Rover,2016,Saudi,Black,Standard,4.0,Gas,Automatic,Used,106000,Riyadh,973359000.0,Urban,Europe,8
Mercedes,S,2016,Other,White,Full,4.7,Gas,Automatic,Used,95061,Riyadh,971305500.0,Urban,Europe,8
Toyota,Land Cruiser,2019,Saudi,White,Full,3.2,Gas,Automatic,Used,43000,Riyadh,969252000.0,Urban,Japan,5
Mercedes,S,2016,Saudi,White,Full,3.0,Gas,Automatic,Used,67000,Riyadh,965145000.0,Urban,Europe,8
Mercedes,C,2020,Other,White,Full,3.0,Gas,Automatic,Used,33000,Jeddah,965145000.0,Urban,Europe,4
Lexus,LS,2016,Other,Silver,Full,4.7,Gas,Automatic,Used,19000,Dammam,965145000.0,Urban,Japan,8
Land Rover,Range Rover,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,Used,132000,Riyadh,965145000.0,Urban,Europe,8
Lexus,ES,2021,Saudi,Grey,Semi Full,3.5,Gas,Automatic,Used,500,Jeddah,965145000.0,Urban,Japan,3
BMW,The 7,2019,Saudi,Black,Full,2.5,Gas,Automatic,Used,41000,Jeddah,965145000.0,Urban,Europe,5
Jaguar,F Type,2018,Saudi,Black,Full,3.0,Gas,Automatic,Used,40000,Dammam,965145000.0,Urban,Europe,6
Mercedes,CLA,2020,Other,White,Standard,2.0,Gas,Automatic,Used,20000,Riyadh,965145000.0,Urban,Europe,4
Nissan,Patrol,2020,Saudi,Grey,Full,4.0,Gas,Automatic,Used,26000,Riyadh,965145000.0,Urban,Japan,4
Land Rover,Range Rover,2016,Gulf Arabic,Black,Full,4.0,Gas,Automatic,Used,120000,Riyadh,965145000.0,Urban,Europe,8
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.5,Diesel,Automatic,Used,95000,Jeddah,956931000.0,Urban,Japan,5
Land Rover,Range Rover,2014,Saudi,White,Full,4.0,Gas,Automatic,Used,131000,Riyadh,944610000.0,Urban,Europe,10
Audi,A6,2021,Saudi,Black,Semi Full,2.0,Gas,Automatic,Used,5000,Makkah,944610000.0,Urban,Europe,3
Cadillac,Escalade,2018,Saudi,Grey,Full,6.2,Gas,Automatic,Used,22200,Riyadh,944610000.0,Urban,USA,6
Lexus,ES,2021,Saudi,Black,Full,3.5,Gas,Automatic,Used,25000,Makkah,944610000.0,Urban,Japan,3
Mercedes,E,2019,Other,Grey,Full,2.0,Gas,Automatic,Used,28000,Dammam,944610000.0,Urban,Europe,5
Lexus,ES,2020,Saudi,Another Color,Full,3.5,Gas,Automatic,Used,29000,Jeddah,944610000.0,Urban,Japan,4
Toyota,Land Cruiser,2019,Saudi,White,Full,4.5,Diesel,Automatic,Used,82808,Qassim,944610000.0,Suburban,Japan,5
BMW,The 7,2018,Saudi,Navy,Semi Full,6.8,Gas,Automatic,Used,18000,Riyadh,944610000.0,Urban,Europe,6
Land Rover,Range Rover,2014,Saudi,Black,Full,3.0,Gas,Automatic,Used,80000,Makkah,944610000.0,Urban,Europe,10
BMW,The 7,2018,Saudi,White,Semi Full,3.6,Gas,Automatic,Used,36000,Riyadh,944610000.0,Urban,Europe,6
Audi,S8,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,Used,42000,Dammam,940503000.0,Urban,Europe,8
Chevrolet,Tahoe,2021,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,Used,700,Dammam,940503000.0,Urban,USA,3
Toyota,Land Cruiser,2021,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,Used,4780,Riyadh,930235500.0,Urban,Japan,3
Mercedes,E,2017,Gulf Arabic,Oily,Full,2.0,Gas,Automatic,Used,31000,Riyadh,928182000.0,Urban,Europe,7
Toyota,Land Cruiser,2017,Gulf Arabic,White,Full,5.7,Gas,Automatic,Used,120000,Jeddah,924075000.0,Urban,Japan,7
Nissan,Patrol,2019,Saudi,White,Full,4.65,Gas,Automatic,Used,43000,Riyadh,924075000.0,Urban,Japan,5
Mercedes,S,2015,Other,Black,Full,1.6,Gas,Automatic,Used,90000,Riyadh,924075000.0,Urban,Europe,9
BMW,The 7,2018,Saudi,Another Color,Full,3.0,Gas,Automatic,Used,19000,Riyadh,924075000.0,Urban,Europe,6
Toyota,Land Cruiser,2021,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,Used,4000,Riyadh,924075000.0,Urban,Japan,3
Land Rover,Range Rover,2015,Gulf Arabic,Black,Semi Full,4.0,Gas,Automatic,Used,103000,Qassim,924075000.0,Suburban,Europe,9
Nissan,Patrol,2020,Saudi,Silver,Full,4.0,Gas,Automatic,Used,56000,Dammam,924075000.0,Urban,Japan,4
Mercedes,GLC,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,Used,4000,Dammam,924075000.0,Urban,Europe,4
Toyota,Land Cruiser,2016,Saudi,White,Semi Full,5.7,Gas,Automatic,Used,68534,Riyadh,922021500.0,Urban,Japan,8
Mercedes,GLC,2019,Saudi,Grey,Full,2.0,Gas,Automatic,Used,56000,Dammam,915861000.0,Urban,Europe,5
Mercedes,S,2016,Saudi,Silver,Semi Full,4.0,Gas,Automatic,Used,35000,Riyadh,903540000.0,Urban,Europe,8
Land Rover,Range Rover,2016,Other,White,Full,5.0,Gas,Automatic,Used,101839,Riyadh,903540000.0,Urban,Europe,8
Mercedes,S,2014,Saudi,Black,Full,3.6,Gas,Automatic,Used,90000,Riyadh,903540000.0,Urban,Europe,10
BMW,The 5,2019,Saudi,Grey,Full,2.0,Gas,Automatic,Used,40000,Jeddah,903540000.0,Urban,Europe,5
Genesis,G80,2019,Saudi,Silver,Semi Full,3.8,Gas,Automatic,Used,35000,Riyadh,903540000.0,Urban,Korea,5
Toyota,Land Cruiser,2018,Saudi,Black,Full,5.7,Gas,Automatic,Used,82000,Riyadh,903540000.0,Urban,Japan,6
Mercedes,S,2015,Gulf Arabic,White,Full,3.0,Gas,Automatic,Used,96500,Dammam,903540000.0,Urban,Europe,9
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,5.7,Gas,Automatic,Used,101000,Dammam,903540000.0,Urban,Japan,5
BMW,X,2019,Gulf Arabic,Black,Full,3.3,Gas,Automatic,Used,14000,Riyadh,903540000.0,Urban,Europe,5
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,Used,177900,Riyadh,903540000.0,Urban,Japan,5
BMW,The M,2015,Saudi,Black,Full,3.0,Gas,Automatic,Used,20000,Jeddah,903540000.0,Urban,Europe,9
Lexus,LX,2014,Saudi,Golden,Full,5.7,Gas,Automatic,Used,73000,Riyadh,903540000.0,Urban,Japan,10
Bentley,Flying Spur,2009,Saudi,White,Full,6.0,Gas,Automatic,Used,49000,Makkah,903540000.0,Urban,Europe,15
Mercedes,CLA,2020,Other,White,Standard,2.0,Gas,Automatic,Used,14000,Riyadh,891219000.0,Urban,Europe,4
Toyota,Land Cruiser,2021,Saudi,Black,Semi Full,4.0,Gas,Automatic,Used,5352,Riyadh,889165500.0,Urban,Japan,3
Mercedes,E,2019,Other,Black,Standard,2.7,Gas,Automatic,Used,38000,Riyadh,887112000.0,Urban,Europe,5
Dodge,Charger,2016,Saudi,Navy,Full,6.2,Gas,Automatic,Used,99000,Riyadh,883005000.0,Urban,USA,8
Mercedes,S,2015,Saudi,Another Color,Semi Full,4.0,Gas,Automatic,Used,157000,Jeddah,883005000.0,Urban,Europe,9
Toyota,Land Cruiser,2020,Gulf Arabic,White,Full,4.6,Gas,Automatic,Used,19400,Dammam,883005000.0,Urban,Japan,4
Lexus,RC,2019,Other,White,Full,3.6,Gas,Automatic,Used,42000,Dammam,883005000.0,Urban,Japan,5
Mercedes,S,2014,Gulf Arabic,Blue,Full,5.0,Gas,Automatic,Used,124000,Dammam,883005000.0,Urban,Europe,10
Lexus,LX,2015,Saudi,White,Full,5.7,Gas,Automatic,Used,105000,Jeddah,874791000.0,Urban,Japan,9
Lexus,LX,2015,Saudi,White,Full,5.7,Gas,Automatic,Used,108478,Riyadh,868630500.0,Urban,Japan,9
Mercedes,E,2017,Saudi,Grey,Full,2.0,Gas,Automatic,Used,20600,Dammam,862470000.0,Urban,Europe,7
Toyota,Land Cruiser,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,Used,35000,Riyadh,862470000.0,Urban,Japan,4
Mercedes,S,2016,Saudi,White,Standard,3.0,Gas,Automatic,Used,60000,Dammam,862470000.0,Urban,Europe,8
Mercedes,C,2017,Other,Grey,Full,3.0,Gas,Automatic,Used,210000,Riyadh,862470000.0,Urban,Europe,7
Porsche,Macan,2018,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,Used,36000,Jeddah,862470000.0,Urban,Europe,6
Lexus,ES,2020,Saudi,White,Full,3.5,Gas,Automatic,Used,33000,Riyadh,862470000.0,Urban,Japan,4
Dodge,Durango,2019,Saudi,Another Color,Full,8.0,Gas,Automatic,Used,13906,Riyadh,862470000.0,Urban,USA,5
Nissan,Patrol,2020,Saudi,Grey,Full,4.65,Gas,Automatic,Used,89000,Riyadh,862470000.0,Urban,Japan,4
Mercedes,C,2019,Saudi,Grey,Full,2.0,Gas,Automatic,Used,40000,Dammam,862470000.0,Urban,Europe,5
Mercedes,S,2015,Other,Navy,Full,3.0,Gas,Automatic,Used,46000,Dammam,862470000.0,Urban,Europe,9
Mercedes,E,2017,Gulf Arabic,White,Full,2.0,Gas,Automatic,Used,98000,Dammam,862470000.0,Urban,Europe,7
Nissan,Patrol,2020,Saudi,Grey,Full,1.4,Gas,Automatic,Used,89000,Riyadh,862470000.0,Urban,Japan,4
Toyota,Land Cruiser,2017,Gulf Arabic,White,Semi Full,5.7,Gas,Automatic,Used,100000,Riyadh,862470000.0,Urban,Japan,7
Porsche,Cayenne,2017,Gulf Arabic,Black,Full,3.0,Gas,Automatic,Used,93000,Dammam,862470000.0,Urban,Europe,7
Ford,Expedition,2021,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,Used,2500,Aseer,850149000.0,Suburban,USA,3
Lexus,LX,2014,Gulf Arabic,White,Full,5.7,Gas,Automatic,Used,88000,Qassim,850149000.0,Suburban,Japan,10
Lexus,ES,2019,Saudi,Another Color,Full,3.5,Gas,Automatic,Used,26000,Jeddah,850149000.0,Urban,Japan,5
Toyota,Land Cruiser,2018,Saudi,White,Full,4.6,Gas,Automatic,Used,124226,Riyadh,848095500.0,Urban,Japan,6
Toyota,Land Cruiser,2016,Saudi,White,Semi Full,5.7,Gas,Automatic,Used,120000,Riyadh,841935000.0,Urban,Japan,8
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,Used,106665,Jeddah,841935000.0,Urban,Japan,5
Lexus,RX,2019,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,56000,Jeddah,833721000.0,Urban,Japan,5
Lexus,LX,2013,Other,White,Full,5.7,Gas,Automatic,Used,98000,Dammam,821400000.0,Urban,Japan,11
Lexus,LS,2016,Saudi,White,Full,4.6,Gas,Automatic,Used,90000,Jeddah,821400000.0,Urban,Japan,8
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,Used,71000,Riyadh,821400000.0,Urban,Japan,5
Mercedes,S,2015,Saudi,White,Full,2.8,Gas,Automatic,Used,180000,Jeddah,821400000.0,Urban,Europe,9
Lexus,LX,2015,Saudi,White,Full,5.7,Gas,Automatic,Used,248,Aseer,821400000.0,Suburban,Japan,9
Toyota,Land Cruiser,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,Used,10000,Jazan,821400000.0,Suburban,Japan,4
Toyota,Land Cruiser,2016,Gulf Arabic,Black,Full,5.7,Gas,Automatic,Used,122000,Dammam,821400000.0,Urban,Japan,8
Lexus,LS,2015,Other,White,Semi Full,4.6,Gas,Automatic,Used,51000,Riyadh,821400000.0,Urban,Japan,9
Mercedes,C,2018,Saudi,Silver,Full,2.1,Gas,Automatic,Used,10000,Jeddah,821400000.0,Urban,Europe,6
BMW,The 7,2018,Saudi,White,Full,3.0,Gas,Automatic,Used,52000,Riyadh,821400000.0,Urban,Europe,6
Mercedes,S,2015,Other,Black,Full,3.6,Gas,Automatic,Used,109000,Riyadh,817293000.0,Urban,Europe,9
Lexus,IS,2020,Gulf Arabic,Grey,Full,3.0,Gas,Automatic,Used,10000,Dammam,809079000.0,Urban,Japan,4
Mercedes,CLA,2020,Other,White,Standard,2.0,Gas,Automatic,Used,10000,Riyadh,800865000.0,Urban,Europe,4
Ford,F150,2018,Saudi,Brown,Full,5.0,Gas,Automatic,Used,35000,Riyadh,800865000.0,Urban,USA,6
Land Rover,Range Rover,2014,Saudi,White,Full,5.0,Gas,Automatic,Used,97500,Jeddah,800865000.0,Urban,Europe,10
Mercedes,C,2019,Gulf Arabic,Black,Full,2.0,Gas,Automatic,Used,14000,Dammam,800865000.0,Urban,Europe,5
Lexus,ES,2019,Saudi,Silver,Full,2.5,Hybrid,Automatic,Used,62000,Yanbu,800865000.0,Suburban,Japan,5
Chevrolet,Tahoe,2019,Saudi,White,Full,5.3,Gas,Automatic,Used,62000,Jeddah,800865000.0,Urban,USA,5
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,Used,62000,Riyadh,800865000.0,Urban,Japan,5
Toyota,Land Cruiser,2018,Saudi,White,Full,4.6,Gas,Automatic,Used,141197,Riyadh,800865000.0,Urban,Japan,6
Lexus,LX,2015,Saudi,Golden,Semi Full,5.7,Gas,Automatic,Used,100000,Taef,800865000.0,Suburban,Japan,9
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,Used,30000,Riyadh,798811500.0,Urban,Japan,5
BMW,The 7,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,Used,49000,Jeddah,796758000.0,Urban,Europe,5
Lexus,LX,2015,Saudi,Grey,Full,5.7,Gas,Automatic,Used,97000,Taef,788544000.0,Suburban,Japan,9
Toyota,Land Cruiser,2020,Saudi,White,Standard,4.0,Gas,Automatic,Used,560,Riyadh,786490500.0,Urban,Japan,4
Lexus,ES,2019,Saudi,White,Full,2.5,Gas,Automatic,Used,16000,Jeddah,784437000.0,Urban,Japan,5
Lexus,LX,2014,Saudi,Grey,Full,5.7,Gas,Automatic,Used,150000,Dammam,780330000.0,Urban,Japan,10
Lexus,LX,2014,Gulf Arabic,Golden,Semi Full,2.4,Gas,Automatic,Used,168000,Aseer,780330000.0,Suburban,Japan,10
Jeep,Wrangler,2020,Gulf Arabic,Black,Semi Full,3.6,Gas,Automatic,Used,4000,Dammam,780330000.0,Urban,USA,4
BMW,The 6,2016,Saudi,Grey,Semi Full,3.0,Gas,Automatic,Used,39000,Riyadh,780330000.0,Urban,Europe,8
Toyota,Land Cruiser,2020,Saudi,White,Standard,4.0,Gas,Automatic,Used,560,Riyadh,780330000.0,Urban,Japan,4
Aston Martin,Vantage,2008,Saudi,White,Full,6.0,Gas,Automatic,Used,18000,Riyadh,780330000.0,Urban,Europe,16
Mercedes,C,2020,Saudi,White,Full,2.0,Gas,Automatic,Used,10000,Jeddah,780330000.0,Urban,Europe,4
Toyota,Land Cruiser,2019,Saudi,White,Semi Full,4.6,Gas,Automatic,Used,41000,Riyadh,780330000.0,Urban,Japan,5
GMC,Sierra,2021,Saudi,Black,Full,5.3,Gas,Automatic,Used,2000,Khobar,780330000.0,Urban,USA,3
Land Rover,Range Rover,2015,Saudi,Blue,Full,3.0,Gas,Automatic,Used,105000,Dammam,780330000.0,Urban,Europe,9
Jaguar,F Type,2016,Gulf Arabic,Red,Full,3.0,Gas,Automatic,Used,42000,Dammam,780330000.0,Urban,Europe,8
Lexus,ES,2019,Saudi,White,Full,2.0,Gas,Automatic,Used,47000,Jeddah,780330000.0,Urban,Japan,5
Mercedes,E,2019,Saudi,White,Full,4.0,Gas,Automatic,Used,80000,Jeddah,780330000.0,Urban,Europe,5
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,Used,50000,Riyadh,774169500.0,Urban,Japan,5
Lexus,RX,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,Used,59000,Riyadh,772116000.0,Urban,Japan,7
Lexus,LX,2014,Saudi,Bronze,Full,5.7,Gas,Automatic,Used,160000,Dammam,772116000.0,Urban,Japan,10
Mercedes,S,2015,Other,Black,Full,3.6,Gas,Automatic,Used,300000,Riyadh,772116000.0,Urban,Europe,9
Mercedes,C,2019,Gulf Arabic,Silver,Semi Full,3.0,Gas,Automatic,Used,5000,Riyadh,768009000.0,Urban,Europe,5
GMC,Sierra,2021,Saudi,Grey,Full,5.3,Gas,Automatic,Used,2000,Dammam,768009000.0,Urban,USA,3
GMC,Yukon,2020,Saudi,Black,Standard,5.3,Gas,Automatic,Used,19348,Riyadh,765955500.0,Urban,USA,4
Lexus,RX,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,Used,59073,Riyadh,765955500.0,Urban,Japan,7
Mercedes,C,2017,Other,Grey,Full,2.0,Gas,Automatic,Used,62000,Riyadh,763902000.0,Urban,Europe,7
Ford,Expedition,2018,Other,Another Color,Full,3.5,Gas,Automatic,Used,103458,Riyadh,763902000.0,Urban,USA,6
Mercedes,E,2017,Other,Red,Semi Full,2.7,Gas,Automatic,Used,33000,Dammam,759795000.0,Urban,Europe,7
Toyota,Land Cruiser,2016,Saudi,White,Full,4.6,Gas,Automatic,Used,107,Najran,759795000.0,Suburban,Japan,8
Jeep,Wrangler,2020,Other,Black,Full,3.6,Gas,Automatic,Used,17000,Riyadh,759795000.0,Urban,USA,4
Mercedes,GLC,2018,Gulf Arabic,White,Full,2.0,Gas,Automatic,Used,51000,Riyadh,759795000.0,Urban,Europe,6
Mercedes,C,2019,Saudi,Silver,Semi Full,2.0,Gas,Automatic,Used,44000,Dammam,759795000.0,Urban,Europe,5
Chevrolet,Silverado,2019,Gulf Arabic,Black,Full,5.3,Gas,Automatic,Used,77000,Khobar,759795000.0,Urban,USA,5
Toyota,Avalon,2021,Saudi,White,Full,3.5,Gas,Automatic,Used,100,Arar,759795000.0,Suburban,Japan,3
Jaguar,F-Pace,2019,Saudi,Blue,Full,2.25,Gas,Automatic,Used,27000,Riyadh,759795000.0,Urban,Europe,5
Nissan,Patrol,2019,Saudi,White,Full,4.65,Gas,Automatic,Used,42000,Jeddah,759795000.0,Urban,Japan,5
Lexus,ES,2019,Other,Black,Full,3.5,Gas,Automatic,Used,40000,Dammam,759795000.0,Urban,Japan,5
GMC,Yukon,2020,Saudi,Black,Full,5.3,Gas,Automatic,Used,1800,Riyadh,759795000.0,Urban,USA,4
Mercedes,E,2019,Other,White,Standard,2.0,Diesel,Automatic,Used,28000,Riyadh,759795000.0,Urban,Europe,5
Mercedes,GL,2015,Saudi,Black,Full,5.0,Gas,Automatic,Used,32000,Makkah,751581000.0,Urban,Europe,9
Lexus,ES,2021,Saudi,White,Standard,2.5,Gas,Automatic,Used,700,Jeddah,751581000.0,Urban,Japan,3
Toyota,Avalon,2021,Saudi,Silver,Full,3.5,Gas,Automatic,Used,1800,Jeddah,747474000.0,Urban,Japan,3
Mercedes,A,2020,Other,White,Standard,2.0,Gas,Automatic,Used,10100,Riyadh,747474000.0,Urban,Europe,4
Toyota,Land Cruiser,2017,Saudi,White,Full,4.0,Gas,Automatic,Used,78000,Dammam,747474000.0,Urban,Japan,7
Toyota,Land Cruiser,2019,Saudi,White,Standard,4.0,Gas,Automatic,Used,20000,Riyadh,743367000.0,Urban,Japan,5
Jeep,Wrangler,2019,Saudi,White,Full,3.6,Gas,Automatic,Used,16000,Riyadh,743367000.0,Urban,USA,5
Toyota,Land Cruiser,2020,Saudi,White,Standard,4.0,Gas,Automatic,Used,29277,Riyadh,739260000.0,Urban,Japan,4
Aston Martin,DB9,2010,Saudi,Bronze,Full,6.0,Gas,Automatic,Used,71000,Dammam,739260000.0,Urban,Europe,14
Jaguar,XJ,2015,Saudi,White,Full,3.0,Gas,Automatic,Used,57000,Jeddah,739260000.0,Urban,Europe,9
Lexus,LX,2014,Saudi,Black,Full,5.7,Gas,Automatic,Used,220000,Riyadh,739260000.0,Urban,Japan,10
Lexus,RX,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,Used,117000,Jeddah,739260000.0,Urban,Japan,7
Toyota,Land Cruiser,2017,Gulf Arabic,White,Full,4.6,Gas,Automatic,Used,200000,Dammam,739260000.0,Urban,Japan,7
Toyota,Land Cruiser,2015,Saudi,Black,Full,5.7,Gas,Automatic,Used,119000,Dammam,739260000.0,Urban,Japan,9
BMW,The 3,2021,Saudi,Grey,Semi Full,2.0,Gas,Automatic,Used,3500,Jeddah,739260000.0,Urban,Europe,3
Cadillac,Escalade,2016,Gulf Arabic,Black,Semi Full,6.2,Gas,Automatic,Used,130000,Dammam,739260000.0,Urban,USA,8
Mercedes,C,2017,Other,Grey,Full,2.0,Gas,Automatic,Used,20000,Jeddah,739260000.0,Urban,Europe,7
Mercedes,C,2018,Saudi,Grey,Full,3.0,Gas,Automatic,Used,44000,Dammam,739260000.0,Urban,Europe,6
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.6,Gas,Manual,Used,74000,Dammam,739260000.0,Urban,Japan,5
Ford,Expedition,2020,Saudi,Silver,Full,3.5,Gas,Automatic,Used,5000,Riyadh,739260000.0,Urban,USA,4
Audi,A8,2015,Saudi,Brown,Full,3.0,Gas,Automatic,Used,85000,Makkah,739260000.0,Urban,Europe,9
Lexus,RX,2016,Saudi,Grey,Full,3.5,Gas,Automatic,Used,69070,Jeddah,739260000.0,Urban,Japan,8
Mercedes,C,2019,Other,Black,Semi Full,2.0,Gas,Automatic,Used,22000,Dammam,739260000.0,Urban,Europe,5
GMC,Sierra,2021,Saudi,Another Color,Full,8.0,Gas,Automatic,Used,2800,Khobar,739260000.0,Urban,USA,3
Lexus,RX,2017,Other,Grey,Full,3.5,Gas,Automatic,Used,54000,Jeddah,735153000.0,Urban,Japan,7
Lexus,GX,2018,Saudi,White,Full,4.6,Gas,Automatic,Used,53189,Riyadh,735153000.0,Urban,Japan,6
Mercedes,A,2021,Saudi,Bronze,Semi Full,4.0,Gas,Automatic,Used,250,Jeddah,735153000.0,Urban,Europe,3
Cadillac,CT5,2021,Gulf Arabic,Black,Semi Full,4.5,Gas,Automatic,Used,100,Jeddah,735153000.0,Urban,USA,3
Cadillac,Escalade,2016,Other,Grey,Full,6.2,Gas,Automatic,Used,114000,Dammam,735153000.0,Urban,USA,8
Lexus,ES,2019,Other,Grey,Full,3.5,Gas,Automatic,Used,68000,Dammam,735153000.0,Urban,Japan,5
Mercedes,A,2021,Other,Black,Standard,2.0,Gas,Automatic,Used,10000,Riyadh,735153000.0,Urban,Europe,3
Cadillac,CT5,2021,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,Used,100,Jeddah,735153000.0,Urban,USA,3
Lexus,RX,2019,Saudi,Bronze,Full,3.5,Gas,Automatic,Used,129000,Jeddah,731046000.0,Urban,Japan,5
Mercedes,E,2017,Other,Grey,Full,3.4,Gas,Automatic,Used,72000,Riyadh,731046000.0,Urban,Europe,7
GMC,Sierra,2021,Saudi,Silver,Full,9.0,Gas,Automatic,Used,100,Dammam,731046000.0,Urban,USA,3
Cadillac,Escalade,2016,Other,White,Full,6.2,Gas,Automatic,Used,119000,Dammam,731046000.0,Urban,USA,8
Lexus,ES,2021,Saudi,Grey,Semi Full,2.5,Gas,Automatic,Used,3000,Makkah,726939000.0,Urban,Japan,3
Mercedes,C,2018,Other,Black,Full,2.0,Gas,Automatic,Used,70000,Jeddah,726939000.0,Urban,Europe,6
BMW,The 5,2020,Gulf Arabic,Black,Semi Full,1.9,Gas,Automatic,Used,7800,Dammam,726939000.0,Urban,Europe,4
Mercedes,E,2017,Other,White,Full,2.0,Gas,Automatic,Used,58000,Dammam,726939000.0,Urban,Europe,7
Chevrolet,Tahoe,2020,Saudi,Black,Semi Full,5.3,Gas,Automatic,Used,67000,Riyadh,722832000.0,Urban,USA,4
Land Rover,Range Rover,2016,Gulf Arabic,Red,Full,3.5,Gas,Automatic,Used,122000,Jeddah,722832000.0,Urban,Europe,8
Lexus,UX,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,Used,10000,Dammam,722832000.0,Urban,Japan,4
GMC,Yukon,2016,Other,White,Full,6.2,Gas,Automatic,Used,126000,Riyadh,722832000.0,Urban,USA,8
Cadillac,CT6,2017,Saudi,Silver,Full,3.0,Gas,Automatic,Used,70000,Jeddah,718725000.0,Urban,USA,7
Mercedes,C,2018,Gulf Arabic,Silver,Full,2.0,Gas,Automatic,Used,57000,Dammam,718725000.0,Urban,Europe,6
Toyota,Land Cruiser Pickup,2021,Gulf Arabic,Brown,Full,4.0,Gas,Manual,Used,1519,Riyadh,718725000.0,Urban,Japan,3
Cadillac,Escalade,2016,Other,Grey,Full,6.2,Gas,Automatic,Used,114000,Dammam,718725000.0,Urban,USA,8
Suzuki,Jimny,2020,Saudi,White,Full,1.5,Gas,Automatic,Used,12000,Dammam,718725000.0,Urban,Japan,4
Nissan,Patrol,2016,Gulf Arabic,Black,Full,4.0,Gas,Automatic,Used,92000,Riyadh,718725000.0,Urban,Japan,8
Toyota,Land Cruiser,2015,Saudi,White,Full,4.6,Gas,Automatic,Used,87300,Dammam,718725000.0,Urban,Japan,9
BMW,The 7,2017,Gulf Arabic,Navy,Full,2.0,Gas,Automatic,Used,87000,Riyadh,718725000.0,Urban,Europe,7
Bentley,Flying Spur,2010,Saudi,Another Color,Full,5.0,Gas,Automatic,Used,58000,Dammam,718725000.0,Urban,Europe,14
Lexus,GS,2017,Saudi,Bronze,Full,3.5,Gas,Automatic,Used,80000,Dammam,718725000.0,Urban,Japan,7
